Time_ms,tensor_fasciae_latae_left,rectus_femoris_left,vastus_lateralis_left,tibialis_anterior_left,soleus_left,gastrocnemius_left,biceps_femoris_left,semitendinosus_left,tensor_fasciae_latae_right,rectus_femoris_right,vastus_lateralis_right,tibialis_anterior_right,soleus_right,gastrocnemius_right,biceps_femoris_right,semitendinosus_right
0.0,0.002589386392421935,0.0070743335752702415,0.04808701132015299,-0.040127873893031095,0.025860686352896966,-0.007811224195121847,0.07080072911969837,0.005178139784425491,0.1251596263930199,0.002906487851056877,0.02456569821891411,0.15967749595616254,0.09934919196158923,0.10679973359105766,0.1021413720098528,0.024044687854680283
1.953125,-0.030424455010979342,-0.010977508690633221,0.049512201558549795,0.008364330394572355,-0.006228440209146,-0.030699558412064978,0.008991806441428449,0.0052989144200248665,0.03263744145608436,0.03734639081878457,0.12885471467074439,0.008221912524992166,0.0558331328728074,-0.011039367795138224,-0.02965688951831414,0.08431318387521353
3.90625,0.004366543012715384,-0.007722364551119419,0.04097906993716086,-0.0005653497702811756,0.05604040590845688,-0.028298969634177322,-0.017327095272478568,0.014936304173459493,-0.0004292672457930208,0.08932924113133231,0.1674655906363512,0.11725309630203962,0.009292839881739276,0.1780227371637262,0.11328308539496504,0.12155177457992841
5.859375,0.06878326113764159,0.021510675615348005,-0.021613921475552494,0.06750234557326243,-0.03047033974926054,-0.0409892200423158,-0.026495981875123358,0.026985855180887336,0.1285578778332287,-0.008370229870394277,0.13524244609467773,0.0907539247275149,0.10166395327578007,0.3018880935326179,0.058520454427883666,-0.036088928211407176
7.8125,0.05213375820323783,-0.00905777721397829,0.005774707154358051,0.025273826860489693,0.010752968113085104,-0.012084979953773996,-0.02539533309686436,0.008730394560769688,0.04532757706683267,0.09136868908788837,0.00445187221416141,0.21462740763267107,0.13329423606309185,0.07674830073317068,0.07840056305139338,0.0791464511807907
9.765625,0.006327634802987395,0.05165446489410464,-0.014175178571874865,-0.049155423554735914,-0.031179764494034208,0.00851271330968271,0.00568012552455357,0.0017950838773007705,-0.021820446711973956,0.16409618199044015,0.10070128357748732,-0.027401069924616432,0.07798738697215354,0.26124720429956305,0.10930514093495707,0.1763332061637331
11.71875,-0.0386027417168216,0.029885328977906366,0.07200732424947424,0.04339919143280239,-0.006389508452025274,0.0572927389747282,0.030091143889707087,-0.012484480529716017,0.11914946999652118,-0.0012596592399663625,0.3147763004474247,0.16512568043411444,0.059165373812952324,0.12298832655603789,0.0742669683088729,0.06405119904043281
13.671875,0.011542229376663124,0.0016252287714053064,-0.014492554519366553,-0.02322961869381765,0.027475114521318976,0.029104876995647434,-0.010719232435715499,-0.01971285651145914,0.19491756319733217,0.1534070681916416,0.09748421931697179,0.23979303648573208,0.1165410448625592,-0.0012479862435146381,0.03925934438327093,0.11406490571378256
15.625,-0.04223514787654619,-0.0026370638202290056,0.013127975685801471,-0.00011241705204083179,-0.03235898373932604,-0.03959909053003743,-0.04722023012412393,-0.020301916225730604,-0.03038603801890436,0.12107426948417223,0.10586164884447541,0.016721991828700985,0.13319462206201374,0.24743637624053266,0.12510178611229827,0.18638633106686098
17.578125,-0.030572639057725007,-0.010364425609074917,0.0038768786854521003,0.014638650103170687,0.035875027646660465,-0.006306673073299571,0.01890397198059482,-0.017414903261579972,0.1185896170314782,0.02107151249997097,0.26778997239589086,0.16094550442767214,0.028186086849529918,0.19601379198718583,0.12154130364213118,0.14216560414814833
19.53125,-0.028742302487850077,-0.024894954279953144,0.02247403546691416,0.003574456044534751,0.02281747767371086,0.023332857922768704,0.00825986471916871,0.016300790081467294,0.23004511014388057,0.135844017489809,0.2156174928246979,0.22997324504371564,0.1833978266261203,0.030997611969003833,0.05505979362395406,0.020048683844496862
21.484375,-0.00538173839564791,0.030190803819594204,-0.0035845667660187063,0.03304730809579019,0.03727916667457302,0.0021630903676432057,-0.046240166563853796,-0.028783249873781936,0.09005477653094371,0.1883822069408203,-0.02915054554828163,0.24006892162334253,0.12218091474330497,0.24390876959018498,0.10007574048266404,0.22582346106168938
23.4375,-0.00820957114796824,-0.002568120443775963,0.026730993124020913,-0.04328690280619793,-0.04686046016253746,0.020085892297742845,-0.004516689882711876,0.008131463399160007,0.014114147931917016,0.10904481210840936,0.1837928551613984,0.09358127320720365,0.06368420873678188,0.23314248929970494,0.10463021108889911,0.18760522273290242
25.390625,-0.010099192847327201,0.06612421496471582,-4.5617985916987935e-06,-0.04930285204628665,-0.0008935947552380777,-0.0031292726133342955,0.03342612990240578,0.024005483339304898,0.08992306916466325,0.06960653044500181,0.18078528455806747,0.26660748164302334,0.06714091642223324,0.073016033869778,0.09972049612789703,0.04848824818618558
27.34375,-0.008886846476249372,-0.02694083699021355,0.007852082139162064,-0.02622757670626542,-0.010922685290081377,0.009091989811554672,0.0462025642881691,0.04956302001162862,0.05903879492630987,0.12200931145350279,-0.02751039560042462,0.2005567507311316,0.13672819061393837,0.049511678273022997,0.018621977838082157,0.10867193285321555
29.296875,-0.00807183538203433,0.053700753109009604,0.004286372509189204,-0.006160581670665708,-0.009170231643376686,0.005759229899594326,-0.006499848503061683,-0.017952536692917118,0.04911883028131683,0.095215429910991,0.17658735730993294,0.051537269429451735,-0.013788446509437488,0.12589176079604214,0.1940537379233049,0.12483462763661662
31.25,-0.02001661402041055,0.0785459127547754,0.011138641426045513,0.017452817736918234,0.026593194606032544,-0.014565104519052316,0.005711681029756453,0.011146238690193462,0.18779871609804352,0.10907728368051794,0.1396219656210524,0.2833986286370958,0.15219138945061897,0.11487273632022862,0.18314751793282175,0.004518288520259782
33.203125,-0.02043795846062682,-0.019232318629287946,-0.026233825125584156,-0.00406642655032745,0.039714550020859274,0.03907322087458316,0.009598801053693285,-0.020591226874341652,0.08041969940471447,0.13782615754979954,-0.07673135732139572,0.1007781831871282,0.1632852830745093,0.15698449769643374,0.014167195932325188,0.057210483365670035
35.15625,-0.0469926716735438,0.0009929762559129048,0.018840304681954575,-0.014240696987407419,0.004355089947622092,-0.007896077529839233,0.040820769991397964,0.0062655614398632545,-0.012149036201891462,0.10196924359771621,0.17186100461622988,0.13063972757118641,0.04158171198483387,0.18025202253468597,0.13792649106417876,0.09746501612369429
37.109375,0.04481100620267311,-0.020805474785544373,-0.0263242226320384,-0.023605060630143844,0.005594887936017998,-0.0021522448641926465,-0.016132506025461364,-0.038105754086518034,0.16798959030915017,0.04414380774737112,0.254608393049223,0.25154621534855526,0.1272572115314463,0.306953188533811,0.07567057716316328,0.10020260642560468
39.0625,0.013171139069725587,0.040793749464825446,0.02815664532823149,0.05407497243834997,0.0012667743314956866,0.01328948464434653,-0.010758048223270707,-0.007071033286378342,0.14844769483526055,0.121705647340739,0.08125242064455437,0.2344571031134285,0.2342215900100426,-0.025744701506410894,0.05642010065015167,0.10911112583627079
41.015625,-0.02225451251888336,0.007777140922085111,-0.027860555988443794,0.007753336451168124,0.0017471340915983682,-0.004961607452537088,-0.00419889395637,0.016491588407176194,-0.004526830522963408,0.18689533120503787,0.11132865223754765,-0.017379615259601588,0.12686265366734453,0.20103022201777,0.12424889348530699,0.24134875800836297
42.96875,0.042220825410715535,-0.05106010121649685,0.020271208327738845,-0.01452485557970143,-0.0028202725062009652,0.0020707573769782957,-0.016330645952828834,-0.02166563411619046,0.20571228984706974,-0.022060414736452972,0.3493610996149368,0.06378111496107802,0.07002541567277701,0.13968649991694349,0.18774428905130255,0.11584574830644202
44.921875,0.01970774098571163,-0.013464507115592262,0.06533764077078981,-0.023896565523273478,0.021750420924193586,-0.012043894374391814,-0.06515786546980243,0.023450156057756386,0.1840185194037998,0.09304461137052829,0.12402591157588996,0.15802906528618563,0.08888275275138824,-0.08284598932263837,0.0981015864670425,0.06573954797483526
46.875,0.00894329495338839,-0.008471352872626722,-0.023463475721843142,-0.0170178844991705,0.014645276998801932,-0.058755103152939005,-0.029746795312621956,0.023522607125979825,0.02883962149226309,0.16628559753491132,0.09565160725408295,0.08796463604166105,0.1250020388797602,0.17164007895007274,0.10551736484549938,0.1590986842192516
48.828125,-0.023597913061447297,-0.040785574058740844,0.01322493535714962,-0.060084933715594036,-0.024244283154802107,-0.00011760522412876105,0.024272832787830184,0.04717419039190866,0.14461694563901262,0.0768727937841713,0.16280123428621923,0.16439136758783143,0.08152706295027892,0.3116673808426555,0.20616504462959473,0.2087883066048044
50.78125,-0.002640142598499866,0.02146792915103274,-0.020129676662697046,0.05531865452361331,0.005464757056505175,-0.033080011280031504,0.027140508030667455,0.017295534322069744,0.12694830202781124,0.055361090499552665,0.13318180580272043,0.2914621023396149,0.12862599280943504,0.04477234205678657,0.13944758312144895,0.0217223610606297
52.734375,0.02233247194357407,0.010861561054153871,0.020599616445970567,0.0008998161922195645,-0.007809348248582791,0.059366308277442714,-0.016022549810356963,0.015053862952890894,0.10888668600313808,0.17338901914405572,0.07146397498905992,0.03708300359011282,0.17267348364410043,0.19545044543612228,0.15246226814863129,0.14054097326740894
54.6875,-0.020951892159156247,0.016720249080392026,-0.00863769176184887,0.07695760443880534,0.026663611215862745,-0.00883274893522267,-0.007072400962733031,0.012587911358889044,0.0744959723483137,0.011544037004535178,0.15684991774388107,0.0512149762232635,-0.01786225920620501,0.2215430813705648,0.1448966097981167,0.09265683476224296
56.640625,0.061087740383089235,0.007155030154722517,-0.02257331008867748,0.006087698848330393,-0.021296991964266626,-0.01839641438340536,0.02792803511646588,-0.026428172801054316,0.16869172788144163,0.08209302890291847,0.11005845911811885,0.2516277173358091,0.25144436013176674,0.17889968603114415,0.0837520441117337,0.007334197828784035
58.59375,0.055873201501628056,0.02800829452753347,0.027825183603597228,0.034853128580915695,0.08310073456855134,-0.00584432167918501,0.08500106073549452,0.05910814101312225,0.09064706034405227,0.15290040819503564,0.0764410799272823,0.16813409141167104,0.1663090750334947,0.04884264987231681,0.06413462921816052,0.15230949798425558
60.546875,-5.457178595347778e-05,0.03868973963426118,0.039864399248511456,0.08956271537659194,0.02835369398570583,0.06591847673677452,-0.002028234650521075,0.076563893273911,-0.0517952981413048,0.04641382583806983,0.26383618684398746,0.019415910828808523,-0.021273034673441327,0.24720642915636212,0.15339821020626962,0.20706858993918775
62.5,0.07048893441313443,0.06030376855636668,0.03606892634749414,0.04948156119244251,0.08230198514614302,0.033264829865538595,0.0652778055459923,0.022953138429443902,0.16176795353157322,0.09444064332432449,0.21674538956822165,0.26054324573218346,0.15745136875844568,0.1221574079047004,0.1665023977610929,0.057547379706861024
64.453125,0.13133563552158903,0.003052386518769263,0.05341563718109583,0.038351121173946005,0.09417634239871665,-0.0032539613648702786,0.07641634733926099,-0.008765448787028066,0.11683362527374214,0.14752433615947985,0.1009116487525728,0.1338493186991914,0.190463554353359,0.030266863522420046,-0.06208146858962268,0.09329352254864381
66.40625,0.058160105178418874,0.03111606292409793,0.10207264008085433,0.08447194320027757,0.1040432094636975,0.1167909171839895,0.044931024987109686,0.10540166429130207,-0.07090498797809248,0.11202208792215199,0.05927302651007039,0.03574856954064655,0.04564483867755778,0.17257557190246714,0.18832880442866246,0.16975167383599668
68.359375,0.010875417158381792,0.1437646463595878,0.11241090349530349,0.031248510458059698,0.01728238430669006,0.0835998144417842,0.08004002387565515,0.0439833148557533,0.0722665115352511,0.023029062926342183,0.1943200694568713,0.33285809987533316,0.0087502084889209,0.1427520907286557,0.13429055013029365,0.10293038250738232
70.3125,0.076370247290362,-0.004259823472839311,0.0694413343092934,0.04412642730249098,0.11901445504800905,0.019626567044399697,0.09383620747169213,0.019464864284983657,0.15996796027565752,0.15808734432290178,0.13536033128968583,0.1809095847377659,0.21131048724491994,-0.030054979169246078,0.027978165025534664,0.027898903714320272
72.265625,0.10185202827358575,0.08178370653698319,0.03936139803272665,0.16991106243120457,0.035431244206714486,0.11632011862531791,0.04651259793464229,0.11689757773426768,0.07354060540861466,0.1557443727489648,0.2558477279547227,0.009945349635024664,0.07361997893557654,0.1467107019083673,0.07669527676097385,0.17748573445305618
74.21875,0.03735430508865365,0.1336388542777809,0.07366388534392683,0.08128343597164649,0.040503748131633634,0.06910091953433489,0.10820639673159448,0.08111631734511664,0.17637625619649278,-0.017294898856319,0.30309723346790557,0.1145517032479508,0.07908815473991107,0.08296147595478054,0.1513237348073658,0.07114649098717879
